"customer_id","gender","senior_citizen","partner","dependents","tenure","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn","has_streaming"
"0455-ENTCR","Male",FALSE,"Yes       ","No        ",66,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Electronic check",85.25,5538.35009765625,"No","Yes"
"8944-AILEF","Male",FALSE,"Yes       ","No        ",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.4500007629395,340.850006103516,"No","No"
"5542-NKVRU","Female",FALSE,"No        ","No        ",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.75,844.450012207031,"No","No"
"7126-RBHSD","Female",FALSE,"Yes       ","No        ",17,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",78.9000015258789,1348.94995117188,"No","No"
"5370-IIVVL","Male",FALSE,"No        ","No        ",37,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.5,3778,"No","Yes"
"6789-HJBWG","Female",FALSE,"No        ","No        ",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.4000015258789,611.650024414062,"No","No"
"3927-NLNRY","Male",FALSE,"Yes       ","No        ",53,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94.25,4867.9501953125,"Yes","Yes"
"9087-EYCPR","Female",FALSE,"No        ","No        ",60,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25,1505.05004882812,"No","No"
"6791-YBNAK","Male",FALSE,"Yes       ","Yes       ",18,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",25.5499992370605,467.850006103516,"No","No"
"6358-LYNGM","Male",FALSE,"No        ","No        ",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9000015258789,74.9000015258789,"Yes","No"
"6077-BDPXA","Female",FALSE,"No        ","No        ",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.1500015258789,194.199996948242,"No","No"
"0013-MHZWF","Female",FALSE,"No        ","Yes       ",9,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",69.4000015258789,571.450012207031,"No","Yes"
"5494-HECPR","Female",FALSE,"No        ","No        ",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.25,80.25,"Yes","Yes"
"8268-YDIXR","Male",FALSE,"Yes       ","No        ",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",93.1500015258789,5253.9501953125,"No","No"
"9824-BEMCV","Male",FALSE,"Yes       ","Yes       ",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69,1149.65002441406,"Yes","No"
"1373-ORVIZ","Female",FALSE,"Yes       ","Yes       ",11,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",66.3499984741211,740.799987792969,"Yes","Yes"
"4291-SHSBH","Male",FALSE,"No        ","No        ",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.5500030517578,521.349975585938,"No","No"
"6980-IMXXE","Female",FALSE,"Yes       ","Yes       ",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.2000007629395,1412.65002441406,"No","No"
"9866-QEVEE","Male",FALSE,"No        ","No        ",19,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",86,1532.44995117188,"Yes","Yes"
"9897-KXHCM","Female",FALSE,"Yes       ","Yes       ",3,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.3000030517578,250.050003051758,"Yes","Yes"
"0040-HALCW","Male",FALSE,"Yes       ","Yes       ",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.3999996185303,1090.59997558594,"No","No"
"0784-GTUUK","Male",FALSE,"Yes       ","No        ",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",23.75,1446.80004882812,"No","No"
"7979-CORPM","Male",FALSE,"No        ","No        ",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.5500030517578,2282.55004882812,"Yes","Yes"
"2294-DMMUS","Female",FALSE,"Yes       ","Yes       ",62,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",70.4499969482422,4300.4501953125,"No","Yes"
"0872-JCPIB","Male",FALSE,"No        ","No        ",17,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",65.75,1111.19995117188,"No","Yes"
"3055-MJDSB","Male",FALSE,"No        ","No        ",9,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.6000003814697,190.100006103516,"No","No"
"9091-WTUUY","Male",FALSE,"Yes       ","Yes       ",64,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Mailed check",69.25,4447.75,"No","Yes"
"1618-CFHME","Female",FALSE,"No        ","No        ",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.9000015258789,143.350006103516,"Yes","No"
"3165-HDOEW","Male",FALSE,"Yes       ","Yes       ",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.8499984741211,45.8499984741211,"Yes","No"
"6581-NQCBA","Female",FALSE,"Yes       ","No        ",16,"No","No phone service","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",49.9500007629395,810.200012207031,"Yes","Yes"
"7115-IRDHS","Female",FALSE,"Yes       ","No        ",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.6499996185303,1830.05004882812,"No","No"
"8496-DMZUK","Male",FALSE,"No        ","No        ",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",90.4000015258789,2820.64990234375,"No","No"
"2040-VZIKE","Female",FALSE,"Yes       ","No        ",49,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",100.849998474121,4847.35009765625,"No","Yes"
"9068-VPWQQ","Male",FALSE,"Yes       ","No        ",61,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",75.3499984741211,4729.2998046875,"No","Yes"
"0178-SZBHO","Male",FALSE,"Yes       ","Yes       ",47,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",87.1999969482422,4017.44995117188,"No","Yes"
"0384-RVBPI","Male",FALSE,"No        ","No        ",20,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",64.4000015258789,1398.59997558594,"No","Yes"
"1689-MRZQR","Male",FALSE,"Yes       ","Yes       ",34,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",78.3000030517578,2564.30004882812,"Yes","Yes"
"1299-AURJA","Female",FALSE,"Yes       ","Yes       ",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.7000007629395,1685.90002441406,"No","No"
"4525-VZCZG","Male",FALSE,"No        ","Yes       ",54,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",105.849998474121,5826.64990234375,"No","Yes"
"1543-LLLFT","Male",TRUE,"Yes       ","No        ",61,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Mailed check",98.3000030517578,6066.5498046875,"No","Yes"
"5835-BEQEU","Male",FALSE,"No        ","No        ",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.9499969482422,228.399993896484,"Yes","No"
"2788-CJQAQ","Male",FALSE,"No        ","No        ",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.4500007629395,270.200012207031,"No","No"
"5565-FILXA","Female",TRUE,"No        ","No        ",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.1500015258789,1529.19995117188,"Yes","Yes"
"0319-QZTCO","Female",FALSE,"Yes       ","Yes       ",3,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",58.7000007629395,168.600006103516,"No","Yes"
"2120-SMPEX","Male",FALSE,"No        ","No        ",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.1499996185303,536.349975585938,"No","No"
"0096-FCPUF","Male",FALSE,"No        ","No        ",30,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",64.5,1888.44995117188,"No","Yes"
"0668-OGMHD","Female",FALSE,"Yes       ","No        ",21,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",28.5,629.349975585938,"No","No"
"5552-ZNFSJ","Male",FALSE,"No        ","No        ",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.2999992370605,45.2999992370605,"Yes","No"
"2223-KAGMX","Female",FALSE,"No        ","No        ",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.3999996185303,289.299987792969,"Yes","No"
"6507-ZJSUR","Male",TRUE,"Yes       ","No        ",23,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.4499969482422,2117.25,"No","Yes"
"9408-HRXRK","Female",FALSE,"Yes       ","Yes       ",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.150001525879,4730.89990234375,"No","Yes"
"5593-SUAOO","Female",FALSE,"Yes       ","Yes       ",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",83.1500015258789,2033.05004882812,"No","No"
"7321-PKUYW","Female",FALSE,"No        ","No        ",11,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",90.1500015258789,987.950012207031,"Yes","Yes"
"2833-SLKDQ","Male",FALSE,"No        ","No        ",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.0499992370605,45.0499992370605,"Yes","No"
"6766-HFKLA","Female",FALSE,"Yes       ","No        ",56,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",103.199996948242,5744.35009765625,"No","Yes"
"7595-EUIVN","Female",FALSE,"No        ","No        ",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",75.8000030517578,75.8000030517578,"Yes","No"
"7617-EYGLW","Male",FALSE,"No        ","No        ",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.4500007629395,19.4500007629395,"No","No"
"2026-TGDHM","Female",FALSE,"No        ","No        ",7,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.3000030517578,523.150024414062,"Yes","Yes"
"9220-ZNKJI","Female",TRUE,"Yes       ","No        ",55,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",88.8000030517578,4805.2998046875,"No","Yes"
"4030-VPZBD","Female",FALSE,"No        ","No        ",2,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",30.8999996185303,59.0499992370605,"Yes","No"
"2226-ICFDO","Female",FALSE,"Yes       ","Yes       ",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.9000015258789,6110.75,"No","Yes"
"0723-VSOBE","Female",TRUE,"No        ","No        ",45,"No","No phone service","DSL","No","No","No","No","No","Yes","One year","No","Electronic check",34.2000007629395,1596.59997558594,"No","Yes"
"5529-GIBVH","Female",FALSE,"No        ","No        ",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.1499996185303,1046.19995117188,"No","No"
"4187-CINZD","Female",TRUE,"No        ","No        ",46,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",95.25,4424.2001953125,"Yes","Yes"
"9992-UJOEL","Male",FALSE,"No        ","No        ",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",50.2999992370605,92.75,"No","No"
"4741-WWJQZ","Female",FALSE,"Yes       ","No        ",2,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",80.1500015258789,194.550003051758,"No","No"
"6625-UTXEW","Female",FALSE,"Yes       ","No        ",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",51.25,612.099975585938,"No","No"
"6818-WOBHJ","Female",TRUE,"Yes       ","No        ",68,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.5999984741211,6127.60009765625,"Yes","Yes"
"6244-BESBM","Male",FALSE,"Yes       ","Yes       ",69,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",95.1999969482422,6671.7001953125,"No","Yes"
"1004-NOZNR","Male",TRUE,"No        ","Yes       ",56,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",94.8000030517578,5264.2998046875,"No","Yes"
"1251-STYSZ","Female",TRUE,"No        ","No        ",4,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.25,303.700012207031,"No","No"
"2612-PHGOX","Male",FALSE,"Yes       ","No        ",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",76.0999984741211,4818.7998046875,"No","Yes"
"2408-TZMJL","Male",FALSE,"Yes       ","No        ",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",110.150001525879,6448.0498046875,"Yes","Yes"
"8480-PPONV","Male",FALSE,"Yes       ","Yes       ",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",115.550003051758,7159.0498046875,"No","Yes"
"8780-IHCRN","Male",FALSE,"Yes       ","Yes       ",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.6499996185303,1574.5,"No","No"
"4598-ZADCK","Female",FALSE,"No        ","No        ",53,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",53.5999984741211,2879.19995117188,"No","Yes"
"1257-SXUXQ","Male",FALSE,"Yes       ","Yes       ",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.4500007629395,86.0500030517578,"No","No"
"9681-KYGYB","Male",TRUE,"Yes       ","No        ",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",88.1999969482422,4159.4501953125,"No","No"
"7182-OVLBJ","Female",FALSE,"Yes       ","Yes       ",62,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",101.150001525879,6638.35009765625,"No","Yes"
"5095-ETBRJ","Female",FALSE,"Yes       ","No        ",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",56.7999992370605,3112.05004882812,"No","No"
"7005-CYUIL","Female",TRUE,"Yes       ","No        ",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Electronic check",99.4000015258789,7168.25,"No","Yes"
"4821-WQOYN","Female",FALSE,"Yes       ","Yes       ",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",20.1000003814697,1326.25,"No","No"
"4730-AWNAU","Male",FALSE,"Yes       ","Yes       ",36,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",60.7000007629395,2234.55004882812,"No","Yes"
"3452-FLHYD","Male",FALSE,"Yes       ","No        ",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.9500007629395,495.149993896484,"No","No"
"2388-LAESQ","Female",TRUE,"Yes       ","No        ",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.849998474121,8317.9501953125,"No","Yes"
"9531-NSBMR","Female",FALSE,"No        ","No        ",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.25,679.799987792969,"No","No"
"6260-ONULR","Male",FALSE,"No        ","No        ",1,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",62.7999992370605,62.7999992370605,"No","Yes"
"4389-UEFCZ","Female",FALSE,"Yes       ","No        ",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",105.5,7544,"No","Yes"
"8711-LOBKY","Male",FALSE,"Yes       ","Yes       ",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.8500003814697,1188.25,"No","No"
"9134-CEQMF","Male",TRUE,"Yes       ","No        ",7,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.5,676.700012207031,"Yes","Yes"
"8985-OOPOS","Female",FALSE,"No        ","No        ",1,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",74.0999984741211,74.0999984741211,"No","Yes"
"8800-ZKRFW","Female",FALSE,"Yes       ","Yes       ",30,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",107.5,3242.5,"No","Yes"
"2616-FLVQC","Male",FALSE,"No        ","No        ",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.5499992370605,1240.15002441406,"No","No"
"9968-FFVVH","Male",FALSE,"No        ","No        ",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Bank transfer (automatic)",68.8000030517578,4111.35009765625,"No","No"
"3108-PCCGG","Male",TRUE,"Yes       ","No        ",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",84.4499969482422,5899.85009765625,"No","Yes"
"7993-PYKOF","Male",FALSE,"Yes       ","No        ",8,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",75,632.950012207031,"Yes","No"
"8390-FESFV","Female",FALSE,"No        ","No        ",62,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",84.5,5193.2001953125,"No","Yes"
"3022-BEXHZ","Male",FALSE,"Yes       ","Yes       ",67,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",111.199996948242,7530.7998046875,"No","Yes"
"5027-XWQHA","Male",FALSE,"No        ","No        ",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.75,270.950012207031,"Yes","No"
"6248-TKCQV","Female",FALSE,"Yes       ","Yes       ",70,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.5999984741211,5460.2001953125,"No","Yes"
"6729-GDNGC","Female",TRUE,"No        ","No        ",20,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",80.6999969482422,1614.19995117188,"No","Yes"
"6198-ZFIOJ","Female",FALSE,"No        ","No        ",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",75.5999984741211,402.5,"No","No"
"5989-OMNJE","Female",FALSE,"Yes       ","Yes       ",24,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",57.5999984741211,1367.75,"No","Yes"
"4566-QVRRW","Female",FALSE,"Yes       ","No        ",11,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",44.0499992370605,483.700012207031,"Yes","No"
"1291-CUOCY","Male",FALSE,"Yes       ","No        ",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",110.599998474121,7962.2001953125,"No","Yes"
"9795-SHUHB","Female",FALSE,"Yes       ","Yes       ",66,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",58.2000007629395,3810.80004882812,"No","No"
"3230-IUALN","Female",FALSE,"Yes       ","Yes       ",45,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",81,3533.60009765625,"No","Yes"
"0042-RLHYP","Female",FALSE,"Yes       ","Yes       ",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.7000007629395,1396.90002441406,"No","No"
"8519-IMDHU","Male",TRUE,"Yes       ","No        ",15,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",85.5999984741211,1345.55004882812,"Yes","Yes"
"4945-RVMTE","Female",FALSE,"No        ","No        ",28,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",59.5499992370605,1646.44995117188,"No","Yes"
"0201-OAMXR","Female",FALSE,"No        ","No        ",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",115.550003051758,8127.60009765625,"Yes","Yes"
"1866-NXPSP","Female",FALSE,"No        ","No        ",36,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Mailed check",75.5500030517578,2680.14990234375,"No","Yes"
"3372-KWFBM","Male",TRUE,"No        ","No        ",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",86.5999984741211,1281,"Yes","Yes"
"7831-QGOXH","Female",FALSE,"No        ","No        ",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.1999969482422,1553.90002441406,"Yes","Yes"
"6393-WRYZE","Female",FALSE,"Yes       ","No        ",34,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",97.6500015258789,3207.55004882812,"Yes","Yes"
"3941-XTSKM","Male",FALSE,"Yes       ","Yes       ",42,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",45.0999984741211,2049.05004882812,"No","Yes"
"1661-CZBAU","Male",FALSE,"No        ","No        ",48,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",70.9499969482422,3629.19995117188,"No","Yes"
"6599-RCLCJ","Male",FALSE,"Yes       ","No        ",47,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",109.550003051758,5124.5498046875,"Yes","Yes"
"9831-BPFRI","Female",FALSE,"Yes       ","Yes       ",39,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",89.5500030517578,3474.44995117188,"Yes","No"
"5158-RIVOP","Female",FALSE,"Yes       ","Yes       ",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.8999996185303,202.300003051758,"No","No"
"9788-YTFGE","Male",FALSE,"No        ","No        ",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.9500007629395,147.5,"No","No"
"9277-JOOMO","Female",FALSE,"No        ","No        ",3,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",24.6000003814697,86.3499984741211,"No","No"
"1907-YLNYW","Male",FALSE,"No        ","No        ",8,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",66.6999969482422,579,"No","Yes"
"1725-MIMXW","Male",FALSE,"No        ","Yes       ",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.4500007629395,19.4500007629395,"Yes","No"
"8947-YRTDV","Male",FALSE,"Yes       ","Yes       ",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Mailed check",94.8000030517578,3131.55004882812,"No","Yes"
"3161-ONRWK","Male",FALSE,"Yes       ","Yes       ",60,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",65.8499984741211,3928.30004882812,"No","No"
"0114-RSRRW","Female",FALSE,"Yes       ","No        ",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",19.9500007629395,187.75,"No","No"
"4565-NLZBV","Female",FALSE,"Yes       ","No        ",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",24.6499996185303,1710.15002441406,"No","No"
"0031-PVLZI","Female",FALSE,"Yes       ","Yes       ",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.3500003814697,76.3499984741211,"Yes","No"
"7206-GZCDC","Female",TRUE,"No        ","No        ",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.25,69.25,"Yes","No"
"6682-VCIXC","Female",FALSE,"Yes       ","Yes       ",43,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",51.25,2151.60009765625,"No","Yes"
"4791-QRGMF","Male",FALSE,"Yes       ","No        ",59,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",99.5,5961.10009765625,"Yes","Yes"
"6475-VHUIZ","Female",FALSE,"Yes       ","No        ",23,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",54.25,1221.55004882812,"No","No"
"3910-MRQOY","Female",FALSE,"Yes       ","No        ",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.3999996185303,1496.44995117188,"No","No"
"0661-WCQNQ","Male",FALSE,"Yes       ","No        ",22,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",56.25,1292.19995117188,"No","No"
"7537-RBWEA","Female",FALSE,"No        ","No        ",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.1499996185303,25.1499996185303,"No","No"
